battle_number,First_pokemon,Second_pokemon,Winner
8953,217,227,0
8954,621,784,0
8955,758,751,0
8956,359,329,0
8957,530,770,1
8958,659,593,1
8959,626,514,1
8960,774,638,1
8961,739,382,0
8962,233,74,0
8963,54,506,1
8964,590,304,0
8965,668,374,0
8966,32,537,0
8967,581,764,0
8968,626,613,1
8969,718,495,0
8970,395,377,1
8971,145,209,1
8972,426,323,0
8973,104,193,1
8974,762,521,1
8975,102,572,0
8976,508,148,0
8977,600,87,0
8978,123,347,0
8979,141,691,0
8980,287,386,1
8981,685,323,0
8982,354,515,1
8983,645,795,1
8984,761,288,1
8985,665,436,1
8986,513,530,0
8987,271,574,1
8988,493,785,1
8989,83,95,1
8990,464,401,1
8991,17,347,1
8992,630,150,0
8993,23,176,0
8994,255,374,1
8995,75,743,0
8996,102,587,0
8997,404,686,1
8998,158,92,0
8999,73,621,1
9000,417,570,1
9001,630,140,1
9002,642,23,1
9003,107,111,0
9004,791,134,1
9005,779,503,1
9006,62,781,1
9007,549,129,0
9008,700,646,0
9009,783,331,0
9010,415,512,0
9011,669,36,1
9012,271,517,0
9013,491,9,1
9014,653,114,1
9015,129,607,0
9016,644,531,1
9017,303,267,0
9018,431,445,0
9019,718,594,0
9020,104,126,0
9021,646,244,0
9022,512,271,1
9023,295,641,0
9024,48,364,0
9025,597,450,0
9026,486,579,1
9027,565,335,0
9028,735,434,0
9029,68,345,0
9030,349,17,0
9031,336,562,0
9032,273,438,1
9033,170,404,0
9034,383,557,1
9035,418,683,0
9036,139,487,0
9037,391,100,1
9038,688,238,0
9039,15,574,1
9040,750,276,1
9041,557,163,1
9042,565,708,1
9043,278,781,0
9044,218,418,1
9045,391,449,0
9046,468,776,1
9047,409,113,0
9048,575,522,1
9049,610,446,0
9050,71,585,1
9051,415,487,0
9052,644,501,1
9053,713,463,0
9054,452,185,1
9055,743,82,0
9056,97,112,1
9057,77,49,0
9058,426,436,0
9059,215,792,1
9060,760,167,0
9061,337,647,0
9062,97,52,0
9063,215,318,0
9064,410,380,0
9065,103,381,0
9066,467,405,0
9067,530,603,1
9068,291,475,1
9069,26,444,1
9070,585,328,1
9071,391,330,0
9072,456,170,1
9073,596,693,1
9074,637,443,1
9075,170,507,1
9076,583,794,0
9077,435,577,0
9078,615,131,1
9079,591,523,1
9080,219,25,0
9081,391,685,1
9082,130,644,0
9083,455,722,1
9084,760,266,0
9085,768,350,1
9086,756,698,0
9087,177,676,0
9088,98,373,1
9089,652,31,0
9090,640,212,1
9091,119,151,0
9092,518,25,0
9093,785,285,0
9094,438,656,0
9095,584,609,1
9096,767,440,1
9097,657,377,1
9098,493,427,1
9099,388,785,1
9100,203,121,0
9101,205,281,0
9102,380,740,1
9103,668,253,1
9104,44,5,0
9105,701,513,1
9106,554,268,0
9107,356,45,1
9108,698,539,1
9109,617,16,1
9110,717,180,0
9111,486,776,1
9112,446,154,1
9113,776,299,1
9114,159,586,1
9115,404,32,1
9116,493,460,0
9117,246,640,0
9118,439,389,0
9119,759,781,1
9120,213,535,1
9121,164,237,0
9122,475,243,0
9123,151,778,1
9124,134,517,0
9125,474,545,1
9126,798,345,0
9127,748,487,1
9128,709,789,0
9129,762,59,1
9130,477,718,0
9131,269,340,1
9132,732,55,0
9133,318,713,1
9134,751,619,0
9135,643,790,0
9136,381,789,0
9137,611,609,0
9138,138,101,0
9139,171,415,0
9140,434,660,0
9141,19,642,0
9142,799,363,0
9143,532,558,1
9144,387,650,0
9145,160,653,0
9146,107,201,0
9147,611,150,0
9148,551,71,1
9149,276,93,0
9150,764,798,1
9151,17,746,1
9152,651,13,0
9153,399,664,1
9154,417,246,1
9155,536,565,0
9156,118,485,1
9157,267,239,0
9158,729,382,1
9159,81,362,1
9160,523,611,1
9161,534,555,0
9162,376,146,1
9163,637,636,0
9164,142,750,0
9165,67,639,0
9166,549,678,0
9167,690,96,0
9168,376,340,0
9169,572,744,0
9170,101,85,1
9171,292,727,1
9172,142,324,0
9173,362,114,0
9174,466,302,1
9175,587,277,0
9176,630,276,1
9177,321,23,1
9178,233,360,0
9179,546,289,0
9180,68,637,0
9181,133,38,0
9182,154,219,0
9183,656,729,1
9184,426,265,0
9185,734,190,0
9186,500,442,1
9187,413,670,0
9188,459,401,1
9189,138,483,0
9190,471,492,1
9191,680,244,0
9192,487,343,0
9193,665,169,1
9194,654,725,1
9195,535,744,0
9196,549,24,1
9197,111,151,1
9198,497,562,1
9199,362,316,1
9200,602,329,1
9201,427,1,0
9202,671,567,1
9203,428,306,0
9204,426,501,0
9205,756,14,0
9206,11,602,0
9207,421,565,0
9208,743,289,0
9209,658,155,1
9210,58,607,0
9211,739,305,0
9212,77,528,1
9213,339,566,0
9214,430,614,0
9215,706,330,0
9216,461,793,1
9217,654,220,1
9218,423,244,0
9219,362,110,0
9220,254,539,0
9221,3,543,1
9222,624,752,1
9223,474,742,0
9224,306,81,0
9225,102,402,0
9226,47,670,1
9227,696,745,1
9228,471,267,1
9229,272,485,0
9230,536,520,0
9231,264,789,0
9232,792,8,0
9233,730,791,0
9234,116,520,1
9235,661,353,1
9236,728,705,1
9237,495,783,0
9238,16,73,0
9239,432,234,1
9240,79,240,0
9241,542,208,0
9242,336,276,1
9243,490,709,1
9244,736,215,1
9245,355,594,1
9246,659,309,1
9247,240,168,1
9248,678,248,1
9249,607,106,1
9250,51,347,1
9251,696,756,1
9252,475,373,0
9253,168,522,1
9254,56,50,1
9255,79,636,0
9256,196,576,1
9257,650,593,0
9258,352,244,1
9259,35,359,1
9260,721,742,1
9261,432,574,0
9262,624,775,1
9263,261,300,0
9264,768,127,1
9265,387,170,1
9266,73,194,1
9267,312,170,1
9268,92,15,0
9269,391,568,1
9270,707,689,0
9271,43,93,1
9272,367,375,0
9273,490,255,0
9274,778,23,1
9275,21,641,0
9276,776,434,0
9277,314,38,0
9278,318,465,1
9279,434,554,1
9280,405,740,1
9281,220,593,1
9282,578,557,1
9283,359,531,1
9284,528,699,0
9285,321,417,1
9286,234,693,0
9287,373,548,1
9288,331,173,1
9289,42,200,0
9290,233,331,0
9291,545,249,1
9292,730,547,1
9293,701,185,0
9294,446,784,1
9295,444,756,0
9296,626,492,1
9297,539,475,1
9298,314,197,0
9299,704,100,0
9300,700,660,0
9301,639,61,1
9302,151,101,1
9303,561,524,1
9304,327,666,1
9305,353,526,1
9306,198,588,1
9307,225,514,1
9308,306,110,1
9309,446,640,0
9310,389,496,1
9311,127,468,0
9312,537,299,0
9313,196,348,1
9314,60,568,1
9315,221,100,0
9316,678,528,1
9317,560,268,0
9318,748,399,0
9319,559,489,0
9320,224,211,1
9321,337,531,1
9322,113,261,1
9323,602,51,1
9324,606,638,0
9325,431,746,0
9326,783,610,1
9327,336,595,0
9328,173,23,1
9329,378,797,1
9330,99,541,1
9331,346,410,1
9332,25,79,0
9333,500,20,1
9334,591,179,1
9335,77,636,0
9336,43,231,0
9337,100,280,1
9338,429,601,0
9339,753,719,1
9340,245,437,1
9341,502,88,0
9342,1,493,1
9343,279,137,1
9344,201,103,0
9345,686,225,0
9346,405,515,0
9347,238,409,1
9348,402,308,1
9349,228,402,0
9350,336,796,0
9351,784,480,1
9352,99,759,0
9353,722,561,0
9354,776,667,0
9355,269,596,0
9356,221,569,0
9357,786,113,0
9358,374,464,1
9359,549,591,0
9360,193,574,1
9361,450,332,0
9362,313,735,0
9363,431,58,1
9364,659,588,1
9365,11,156,0
9366,778,120,0
9367,705,86,0
9368,295,276,1
9369,775,753,1
9370,633,567,0
9371,513,233,0
9372,39,257,1
9373,335,607,1
9374,196,462,1
9375,212,766,0
9376,386,543,1
9377,42,458,0
9378,608,22,0
9379,491,248,1
9380,403,548,1
9381,634,354,0
9382,326,790,0
9383,288,611,0
9384,171,203,0
9385,400,393,1
9386,487,755,1
9387,505,664,0
9388,706,676,0
9389,761,448,1
9390,524,334,0
9391,526,42,0
9392,41,88,0
9393,573,726,1
9394,213,251,0
9395,488,639,0
9396,378,232,1
9397,3,662,0
9398,798,604,0
9399,434,516,1
9400,148,357,0
9401,228,406,1
9402,330,443,1
9403,53,45,0
9404,780,442,1
9405,599,259,1
9406,756,294,0
9407,639,737,1
9408,300,231,0
9409,302,1,1
9410,735,143,0
9411,514,26,1
9412,666,702,1
9413,635,699,0
9414,716,694,1
9415,23,663,0
9416,134,789,0
9417,497,164,1
9418,138,448,0
9419,384,500,0
9420,162,394,1
9421,43,771,0
9422,690,117,0
9423,35,387,1
9424,274,380,0
9425,160,544,1
9426,17,766,1
9427,269,5,0
9428,436,515,0
9429,229,85,1
9430,205,625,0
9431,223,705,0
9432,353,206,1
9433,238,574,1
9434,575,188,0
9435,660,29,1
9436,417,735,1
9437,381,557,1
9438,110,351,0
9439,1,115,1
9440,287,559,0
9441,237,548,1
9442,526,182,0
9443,269,746,0
9444,586,185,0
9445,316,692,0
9446,448,159,1
9447,151,541,1
9448,194,648,1
9449,195,99,1
9450,257,506,0
9451,86,791,0
9452,333,733,0
9453,481,500,0
9454,169,178,0
9455,439,522,1
9456,497,211,0
9457,605,751,1
9458,781,736,1
9459,34,593,0
9460,452,249,1
9461,428,563,0
9462,296,401,0
9463,563,673,0
9464,708,735,0
9465,186,353,1
9466,172,433,0
9467,184,367,0
9468,545,799,0
9469,23,245,0
9470,147,689,0
9471,115,674,1
9472,763,193,1
9473,402,348,1
9474,104,218,0
9475,339,406,0
9476,407,193,1
9477,291,230,1
9478,17,265,1
9479,423,547,0
9480,167,548,1
9481,744,371,0
9482,116,210,0
9483,5,382,1
9484,249,277,0
9485,798,468,1
9486,130,139,1
9487,671,426,1
9488,140,685,1
9489,95,603,1
9490,195,458,0
9491,761,707,1
9492,128,100,1
9493,27,109,1
9494,366,380,0
9495,411,60,1
9496,127,666,0
9497,13,665,0
9498,760,115,1
9499,741,776,1
9500,425,654,0
9501,559,192,1
9502,668,657,1
9503,424,742,0
9504,414,9,0
9505,13,146,0
9506,388,546,1
9507,438,400,0
9508,257,569,0
9509,577,727,1
9510,13,458,0
9511,444,610,0
9512,113,670,1
9513,588,338,0
9514,659,380,1
9515,229,252,0
9516,284,59,1
9517,756,758,1
9518,420,575,0
9519,421,210,0
9520,359,8,1
9521,92,501,0
9522,44,327,1
9523,391,715,0
9524,689,314,1
9525,206,342,1
9526,43,337,1
9527,799,55,1
9528,401,177,1
9529,529,97,1
9530,303,664,0
9531,745,497,0
9532,224,140,0
9533,557,55,0
9534,383,266,0
9535,167,362,1
9536,681,204,1
9537,248,368,0
9538,150,535,1
9539,516,439,1
9540,393,320,0
9541,61,396,0
9542,594,690,1
9543,552,627,0
9544,9,293,0
9545,727,659,0
9546,630,734,0
9547,488,459,1
9548,204,480,1
9549,589,501,0
9550,335,717,1
9551,476,663,0
9552,194,59,1
9553,787,333,0
9554,82,274,1
9555,278,530,0
9556,551,53,0
9557,536,257,0
9558,451,76,0
9559,687,616,1
9560,117,213,1
9561,56,730,0
9562,35,387,1
9563,378,351,1
9564,71,126,0
9565,581,112,0
9566,791,464,0
9567,723,27,0
9568,180,682,1
9569,586,154,1
9570,69,676,1
9571,41,327,1
9572,265,445,0
9573,726,410,1
9574,353,653,0
9575,3,705,1
9576,524,761,0
9577,192,468,0
9578,238,122,0
9579,195,98,0
9580,644,522,1
9581,287,646,1
9582,603,394,1
9583,23,330,0
9584,697,735,0
9585,302,269,0
9586,763,770,1
9587,112,683,0
9588,438,497,0
9589,227,362,1
9590,708,248,1
9591,719,383,1
9592,117,775,1
9593,701,441,0
9594,184,57,0
9595,45,15,1
9596,631,355,0
9597,595,77,1
9598,52,74,1
9599,582,756,0
9600,740,199,0
9601,219,676,0
9602,701,72,1
9603,197,688,1
9604,205,254,0
9605,87,596,1
9606,617,155,1
9607,357,244,1
9608,390,339,1
9609,71,264,0
9610,771,92,1
9611,657,244,1
9612,223,345,0
9613,761,533,1
9614,83,25,0
9615,214,382,0
9616,582,732,1
9617,364,336,0
9618,581,48,0
9619,18,232,1
9620,434,88,0
9621,706,24,1
9622,95,315,0
9623,492,261,1
9624,531,380,0
9625,293,187,0
9626,107,428,1
9627,557,31,0
9628,617,30,1
9629,36,316,1
9630,647,686,0
9631,403,448,1
9632,136,318,0
9633,774,224,1
9634,151,206,1
9635,693,245,1
9636,484,230,0
9637,690,238,0
9638,2,774,0
9639,156,574,1
9640,115,424,1
9641,62,243,0
9642,314,165,1
9643,258,662,0
9644,238,258,0
9645,208,114,1
9646,555,377,1
9647,595,433,0
9648,343,105,0
9649,559,56,0
9650,332,606,1
9651,611,246,0
9652,427,81,0
9653,699,25,0
9654,677,427,1
9655,151,719,0
9656,540,403,0
9657,87,687,1
9658,542,373,0
9659,448,200,0
9660,75,286,1
9661,595,775,0
9662,686,237,0
9663,440,722,1
9664,291,772,1
9665,573,37,1
9666,619,60,1
9667,464,38,1
9668,83,141,1
9669,292,679,1
9670,480,211,0
9671,521,594,0
9672,502,734,0
9673,475,4,0
9674,146,491,0
9675,634,585,1
9676,531,157,0
9677,407,703,1
9678,156,185,0
9679,197,794,1
9680,517,71,0
9681,798,248,1
9682,733,638,1
9683,346,414,1
9684,171,400,0
9685,631,45,0
9686,71,63,0
9687,403,452,1
9688,478,289,0
9689,124,147,1
9690,298,293,1
9691,711,750,0
9692,616,57,1
9693,112,185,1
9694,652,790,1
9695,307,274,0
9696,449,242,1
9697,517,245,0
9698,562,80,1
9699,360,496,0
9700,411,529,1
9701,43,421,1
9702,80,38,0
9703,718,758,0
9704,507,132,1
9705,191,65,1
9706,253,225,0
9707,476,405,0
9708,616,254,0
9709,122,62,1
9710,332,368,1
9711,514,353,0
9712,56,367,0
9713,448,158,1
9714,551,35,0
9715,363,286,1
9716,136,171,0
9717,593,52,0
9718,360,311,1
9719,159,590,0
9720,611,142,0
9721,88,246,1
9722,492,284,1
9723,424,315,0
9724,495,707,0
9725,243,262,1
9726,685,517,1
9727,18,282,1
9728,549,687,0
9729,72,478,0
9730,437,638,0
9731,268,707,1
9732,244,530,0
9733,596,113,0
9734,99,328,0
9735,45,389,1
9736,403,127,1
9737,324,633,1
9738,201,694,1
9739,753,598,1
9740,703,189,0
9741,646,61,1
9742,465,683,1
9743,755,139,1
9744,388,578,0
9745,385,176,0
9746,792,706,0
9747,596,55,1
9748,135,233,0
9749,204,93,1
9750,398,256,0
9751,239,206,1
9752,168,174,0
9753,164,333,0
9754,697,785,0
9755,366,608,1
9756,25,666,0
9757,595,560,1
9758,118,408,1
9759,499,75,0
9760,445,133,1
9761,710,13,0
9762,134,769,0
9763,607,364,0
9764,116,649,1
9765,714,725,0
9766,449,351,1
9767,546,367,1
9768,682,525,0
9769,76,482,1
9770,798,359,1
9771,365,412,1
9772,302,722,0
9773,493,742,0
9774,759,105,0
9775,332,135,1
9776,252,249,1
9777,382,755,1
9778,544,475,0
9779,469,116,0
9780,393,747,0
9781,147,224,0
9782,235,242,1
9783,541,224,0
9784,491,536,1
9785,347,127,1
9786,686,301,1
9787,199,92,1
9788,321,111,1
9789,691,430,0
9790,109,461,1
9791,577,215,1
9792,309,637,0
9793,268,573,1
9794,142,497,0
9795,778,792,0
9796,380,51,0
9797,549,217,0
9798,477,106,0
9799,675,174,1
9800,282,518,1
9801,576,439,0
9802,107,150,0
9803,555,54,0
9804,612,295,0
9805,80,315,0
9806,251,646,1
9807,492,93,1
9808,771,372,1
9809,517,289,0
9810,523,794,1
9811,217,712,1
9812,503,555,0
9813,461,135,1
9814,754,415,1
9815,264,494,1
9816,280,489,0
9817,377,603,1
9818,181,599,0
9819,555,57,1
9820,162,641,0
9821,180,531,1
9822,17,227,0
9823,543,305,0
9824,457,369,1
9825,203,738,0
9826,88,525,1
9827,367,307,1
9828,512,125,1
9829,764,659,1
9830,357,248,1
9831,692,401,0
9832,364,199,0
9833,136,578,0
9834,262,283,1
9835,549,648,0
9836,371,250,1
9837,573,393,1
9838,309,314,1
9839,416,678,0
9840,308,164,1
9841,68,447,0
9842,4,73,0
9843,571,267,0
9844,63,542,1
9845,73,258,0
9846,112,48,1
9847,210,117,1
9848,763,2,1
9849,582,96,0
9850,311,532,1
9851,142,237,0
9852,325,529,0
9853,686,749,0
9854,753,251,1
9855,396,160,1
9856,64,482,0
9857,749,513,1
9858,485,313,1
9859,354,361,1
9860,512,430,1
9861,311,738,0
9862,736,198,0
9863,147,546,0
9864,758,573,0
9865,35,497,1
9866,735,635,1
9867,383,252,0
9868,116,233,0
9869,531,243,1
9870,50,136,1
9871,571,227,0
9872,130,9,1
9873,229,82,0
9874,723,339,1
9875,381,661,0
9876,415,608,1
9877,97,477,1
9878,60,768,1
9879,54,682,1
9880,764,213,1
9881,631,666,0
9882,575,666,0
9883,771,368,1
9884,8,177,0
9885,526,103,1
9886,575,502,1
9887,378,282,1
9888,361,476,1
9889,719,374,0
9890,216,355,1
9891,768,86,0
9892,24,177,0
9893,412,176,0
9894,54,730,1
9895,522,216,0
9896,458,210,0
9897,107,570,1
9898,270,161,0
9899,193,244,0
9900,327,204,1
9901,258,647,1
9902,210,87,1
9903,341,309,0
9904,372,745,1
9905,432,798,1
9906,517,289,0
9907,243,725,1
9908,649,582,0
9909,638,142,1
9910,147,469,0
9911,605,459,0
9912,160,86,0
9913,159,386,0
9914,527,366,1
9915,593,88,0
9916,325,94,0
9917,676,452,1
9918,388,461,0
9919,637,398,1
9920,233,137,1
9921,752,54,0
9922,317,702,0
9923,17,447,0
9924,359,353,0
9925,159,577,0
9926,353,586,0
9927,9,475,0
9928,645,298,1
9929,750,436,1
9930,341,304,0
9931,80,502,0
9932,274,461,1
9933,724,445,0
9934,332,543,1
9935,110,41,0
9936,7,617,0
9937,598,294,0
9938,446,382,1
9939,402,578,0
9940,326,231,0
9941,361,250,1
9942,697,425,0
9943,68,245,1
9944,459,558,1
9945,252,482,0
9946,277,295,1
9947,334,135,1
9948,353,796,1
9949,463,587,1
9950,724,700,1
9951,205,333,1
9952,225,611,1
9953,391,261,1
9954,465,774,0
9955,442,481,1
9956,694,417,0
9957,334,199,0
9958,440,387,1
9959,324,595,1
9960,457,789,0
9961,471,437,1
9962,204,357,0
9963,463,437,1
9964,295,457,0
9965,764,226,0
9966,361,292,0
9967,199,263,1
9968,617,234,1
9969,784,617,1
9970,265,321,0
9971,214,429,0
9972,434,108,1
9973,501,93,1
9974,441,348,1
9975,511,388,1
9976,513,157,0
9977,9,755,0
9978,703,155,1
9979,550,25,0
9980,182,661,1
9981,501,758,1
9982,28,369,0
9983,119,400,0
9984,538,505,0
9985,175,139,1
9986,369,411,1
9987,620,451,1
9988,319,535,1
9989,424,351,0
9990,87,55,1
9991,305,89,0
9992,566,17,0
9993,747,241,0
9994,450,480,1
9995,609,400,1
9996,58,525,0
9997,198,700,1
9998,125,518,0
9999,117,762,1
10000,518,40,0
10001,597,407,0
10002,584,18,0
10003,688,124,1
10004,211,785,1
10005,207,38,1
10006,182,365,1
10007,742,794,1
10008,610,133,1
10009,446,73,0
10010,432,561,0
10011,52,20,1
10012,683,175,1
10013,253,243,0
10014,641,685,1
10015,159,591,0
10016,380,492,0
10017,313,320,0
10018,123,52,0
10019,303,464,0
10020,320,689,0
10021,584,102,1
10022,413,513,1
10023,524,474,0
10024,88,85,1
10025,739,457,0
10026,68,692,1
10027,122,558,0
10028,584,713,1
10029,349,516,0
10030,388,360,0
10031,677,687,0
10032,422,568,0
10033,630,224,1
10034,340,464,0
10035,205,401,0
10036,604,546,1
10037,89,260,1
10038,264,444,1
10039,509,307,1
10040,495,515,0
10041,202,4,1
10042,746,589,1
10043,111,727,1
10044,210,219,1
10045,356,14,0
10046,237,795,1
10047,300,280,1
10048,604,787,1
10049,349,480,0
10050,161,675,0
10051,475,30,0
10052,764,587,1
10053,717,295,0
10054,190,350,1
10055,570,289,0
10056,382,585,1
10057,290,251,1
10058,701,235,0
10059,627,706,1
10060,474,38,0
10061,86,601,1
10062,625,360,0
10063,211,711,1
10064,690,369,0
10065,743,527,1
10066,591,769,0
10067,133,187,0
10068,567,164,1
10069,125,238,0
10070,356,449,1
10071,590,72,0
10072,97,339,1
10073,745,184,1
10074,9,123,0
10075,541,349,1
10076,53,374,1
10077,599,223,1
10078,67,546,1
10079,253,561,0
10080,158,342,0
10081,549,499,1
10082,744,530,1
10083,156,250,1
10084,700,778,0
10085,462,628,1
10086,128,34,1
10087,489,604,1
10088,670,135,1
10089,20,55,0
10090,672,165,1
10091,86,450,1
10092,176,733,1
10093,774,529,0
10094,483,486,1
10095,663,580,0
10096,739,69,1
10097,163,401,0
10098,175,29,0
10099,709,409,0
10100,586,30,0
10101,77,343,1
10102,113,515,1
10103,369,578,0
10104,749,481,1
10105,273,31,1
10106,124,690,0
10107,696,751,1
10108,279,523,0
10109,353,119,1
10110,529,524,1
10111,662,295,1
10112,415,432,1
10113,474,565,1
10114,775,572,1
10115,680,105,1
10116,440,519,1
10117,301,520,0
10118,162,497,0
10119,605,149,0
10120,235,49,0
10121,660,402,0
10122,628,353,0
10123,698,421,1
10124,518,299,0
10125,201,28,1
10126,520,249,1
10127,146,559,0
10128,543,522,1
10129,756,18,0
10130,121,733,0
10131,89,636,1
10132,377,640,0
10133,244,13,1
10134,399,4,1
10135,588,118,0
10136,96,438,1
10137,445,573,1
10138,372,491,0
10139,646,306,1
10140,16,34,0
10141,375,291,1
10142,800,530,0
10143,115,753,0
10144,469,501,0
10145,387,211,0
10146,453,672,0
10147,626,778,1
10148,135,126,0
10149,86,702,1
10150,513,590,0
10151,766,305,0
10152,765,575,0
10153,10,555,1
10154,728,256,0
10155,227,93,1
10156,446,536,1
10157,457,111,1
10158,427,764,0
10159,16,580,0
10160,794,773,1
10161,766,382,0
10162,706,329,0
10163,796,379,0
10164,604,333,0
10165,18,726,1
10166,678,631,1
10167,749,675,1
10168,580,547,1
10169,701,209,0
10170,719,274,1
10171,401,160,0
10172,253,11,0
10173,283,583,1
10174,61,593,0
10175,636,786,1
10176,503,562,0
10177,320,405,0
10178,692,422,1
10179,523,41,0
10180,60,326,1
10181,101,717,1
10182,239,245,1
10183,463,508,1
10184,416,244,1
10185,358,606,1
10186,676,345,1
10187,344,352,0
10188,84,287,0
10189,780,289,0
10190,226,101,1
10191,486,481,1
10192,249,491,0
10193,208,619,1
10194,478,165,1
10195,167,146,1
10196,54,718,1
10197,316,563,0
10198,226,699,1
10199,744,768,1
10200,81,394,1
10201,439,745,1
10202,112,621,0
10203,97,240,1
10204,338,259,1
10205,406,732,1
10206,368,651,1
10207,523,542,1
10208,68,114,0
10209,283,598,1
10210,145,492,0
10211,760,14,0
10212,681,241,0
10213,464,751,1
10214,55,254,0
10215,704,353,0
10216,768,43,0
10217,261,352,0
10218,389,95,1
10219,563,35,0
10220,569,48,1
10221,79,739,0
10222,304,294,0
10223,261,273,0
10224,636,223,1
10225,553,36,0
10226,11,536,1
10227,119,41,0
10228,188,541,1
10229,713,282,0
10230,773,514,0
10231,438,502,0
10232,158,115,0
10233,120,699,0
10234,431,105,0
10235,522,56,1
10236,607,526,1
10237,208,768,1
10238,385,135,1
10239,303,13,1
10240,470,554,1
10241,265,88,0
10242,708,95,0
10243,84,268,0
10244,49,101,1
10245,378,487,0
10246,506,693,1
10247,202,167,0
10248,257,91,0
10249,514,159,1
10250,644,32,1
10251,68,541,1
10252,727,785,0
10253,54,8,1
10254,575,711,1
10255,543,119,0
10256,645,447,0
10257,25,318,0
10258,673,163,1
10259,60,664,1
10260,756,751,1
10261,600,155,1
10262,266,435,1
10263,563,252,0
10264,535,522,1
10265,798,142,1
10266,42,268,1
10267,171,687,0
10268,280,230,0
10269,379,571,1
10270,8,770,0
10271,95,541,1
10272,454,703,1
10273,454,683,0
10274,208,397,1
10275,672,340,1
10276,79,134,1
10277,705,557,1
10278,414,747,0
10279,525,663,1
10280,299,416,0
10281,258,505,1
10282,342,775,0
10283,395,141,1
10284,226,73,1
10285,657,791,0
10286,61,508,1
10287,99,494,1
10288,531,741,1
10289,270,305,0
10290,791,677,1
10291,186,3,1
10292,448,167,0
10293,730,356,1
10294,212,626,0
10295,6,784,0
10296,557,102,0
10297,374,184,1
10298,440,152,1
10299,273,97,1
10300,764,503,1
10301,695,557,1
10302,388,776,0
10303,763,560,1
10304,774,759,1
10305,32,615,0
10306,321,362,1
10307,57,65,0
10308,307,218,0
10309,53,566,1
10310,272,239,0
10311,399,490,1
10312,233,138,1
10313,712,674,1
10314,286,307,0
10315,198,646,1
10316,166,503,0
10317,587,98,0
10318,50,101,1
10319,702,617,0
10320,80,451,0
10321,169,413,0
10322,227,98,0
10323,302,163,1
10324,663,431,1
10325,757,339,1
10326,559,437,1
10327,602,555,1
10328,796,548,1
10329,358,86,0
10330,795,311,0
10331,127,393,0
10332,764,644,0
10333,445,174,1
10334,276,690,0
10335,4,694,1
10336,271,659,0
10337,760,67,1
10338,671,584,0
10339,109,159,0
10340,746,197,0
10341,375,136,1
10342,568,225,0
10343,682,712,0
10344,317,128,1
10345,774,92,1
10346,39,237,0
10347,350,756,0
10348,748,140,0
10349,447,108,1
10350,606,471,1
10351,489,407,1
10352,409,30,0
10353,739,324,0
10354,87,380,1
10355,32,226,0
10356,498,591,0
10357,567,10,0
10358,294,491,1
10359,148,214,1
10360,733,68,1
10361,231,399,1
10362,762,246,1
10363,403,343,1
10364,680,115,1
10365,42,252,0
10366,188,490,1
10367,192,765,1
10368,513,480,0
10369,281,169,1
10370,466,264,1
10371,239,259,1
10372,239,374,0
10373,670,224,0
10374,199,310,0
10375,335,739,0
10376,613,129,0
10377,166,218,0
10378,718,346,0
10379,522,529,0
10380,189,61,1
10381,348,321,0
10382,121,621,1
10383,26,691,0
10384,20,714,0
10385,355,160,1
10386,595,356,0
10387,177,147,1
10388,468,726,1
10389,110,380,0
10390,87,633,1
10391,297,55,1
10392,219,793,1
10393,201,638,1
10394,152,82,0
10395,467,448,0
10396,763,255,1
10397,775,417,1
10398,297,497,1
10399,192,101,1
10400,417,420,1
10401,594,361,1
10402,140,576,1
10403,41,260,1
10404,76,251,1
10405,439,749,1
10406,27,543,1
10407,792,564,0
10408,554,729,0
10409,196,449,0
10410,778,324,0
10411,198,226,0
10412,563,207,0
10413,515,642,1
10414,368,705,1
10415,174,492,0
10416,248,390,0
10417,683,25,1
10418,272,685,0
10419,490,143,0
10420,84,334,0
10421,574,592,0
10422,504,626,0
10423,797,750,0
10424,192,642,0
10425,664,675,0
10426,644,473,1
10427,315,441,1
